example_id,label,mean_prob,min_prob
290,hallucinated,0.54052734375,1.7881393432617188e-07
291,grounded,0.57861328125,0.0019102096557617188
291,hallucinated,0.5087890625,0.0
292,grounded,0.7998046875,6.604194641113281e-05
292,hallucinated,0.433349609375,4.76837158203125e-07
293,grounded,0.79833984375,0.003948211669921875
293,hallucinated,0.8134765625,0.0
294,grounded,0.0025501251220703125,0.0025501251220703125
294,hallucinated,0.828125,7.462501525878906e-05
295,grounded,0.66455078125,0.00017178058624267578
295,hallucinated,0.603515625,0.00012183189392089844
296,grounded,0.0007214546203613281,0.0007214546203613281
296,hallucinated,0.65478515625,0.0
297,grounded,2.002716064453125e-05,2.002716064453125e-05
297,hallucinated,0.458740234375,7.152557373046875e-07
298,grounded,0.943359375,0.66943359375
298,hallucinated,0.70751953125,0.0
299,grounded,0.8671875,0.203369140625
299,hallucinated,0.8564453125,0.01543426513671875
300,grounded,0.7041015625,0.03143310546875
300,hallucinated,0.595703125,3.451108932495117e-05
301,grounded,0.75,5.960464477539063e-08
301,hallucinated,0.65869140625,3.5762786865234375e-07
302,grounded,0.74951171875,0.0
302,hallucinated,0.62744140625,0.0
303,grounded,0.57177734375,0.143798828125
303,hallucinated,0.564453125,2.6226043701171875e-06
304,grounded,0.44287109375,0.12152099609375
304,hallucinated,0.80419921875,6.496906280517578e-06
305,grounded,0.8681640625,0.478271484375
